survived,pclass,sex,age,sibsp,parch,fare,adult_male,alone,embarked_Q,embarked_S,who_man,who_woman,class_Second,class_Third,family_size,age_bin,fare_bin,fare_per_person
1,3,1,28,0,0,56.4958,True,True,False,True,True,False,False,True,1,2,3,56.4958
1,3,0,0,2,1,19.2583,False,False,False,False,False,False,False,True,4,,2,4.814575
1,1,1,48,1,0,76.7292,True,False,False,False,True,False,False,False,2,3,3,38.3646
0,3,1,19,0,0,7.8958,True,True,False,True,True,False,False,True,1,2,0,7.8958
1,1,1,56,0,0,35.5,True,True,False,False,True,False,False,False,1,3,3,35.5
0,3,1,28,0,0,7.55,True,True,False,True,True,False,False,True,1,2,0,7.55
1,3,0,23,0,0,7.55,False,True,False,True,False,True,False,True,1,2,0,7.55
0,3,1,28,0,0,7.8958,True,True,False,True,True,False,False,True,1,2,0,7.8958
1,2,0,18,0,1,23.0,False,False,False,True,False,True,True,False,2,1,2,11.5
0,3,1,21,0,0,8.4333,True,True,False,True,True,False,False,True,1,2,1,8.4333
1,3,0,28,0,0,7.8292,False,True,True,False,False,True,False,True,1,2,0,7.8292
0,3,0,18,0,0,6.75,False,True,True,False,False,True,False,True,1,1,0,6.75
0,2,1,24,2,0,73.5,True,False,False,True,True,False,True,False,3,2,3,24.5
0,3,1,28,0,0,7.8958,True,True,False,True,True,False,False,True,1,2,0,7.8958
0,3,0,32,1,1,15.5,False,False,True,False,False,True,False,True,3,2,2,5.166666666666667
0,2,1,23,0,0,13.0,True,True,False,True,True,False,True,False,1,2,1,13.0
0,1,1,58,0,2,113.275,True,False,False,False,True,False,False,False,3,3,3,37.75833333333333
1,1,1,50,2,0,133.65,True,False,False,True,True,False,False,False,3,3,3,44.550000000000004
0,3,1,40,0,0,7.225,True,True,False,False,True,False,False,True,1,3,0,7.225
0,1,1,47,0,0,25.5875,True,True,False,True,True,False,False,False,1,3,2,25.5875
0,3,1,36,0,0,7.4958,True,True,False,True,True,False,False,True,1,3,0,7.4958
1,3,1,20,1,0,7.925,True,False,False,True,True,False,False,True,2,2,0,3.9625
0,2,1,32,2,0,73.5,True,False,False,True,True,False,True,False,3,2,3,24.5
0,2,1,25,0,0,13.0,True,True,False,True,True,False,True,False,1,2,1,13.0
0,3,1,28,0,0,7.775,True,True,False,True,True,False,False,True,1,2,0,7.775
0,3,1,43,0,0,8.05,True,True,False,True,True,False,False,True,1,3,1,8.05
1,1,0,28,1,0,52.0,False,False,False,True,False,True,False,False,2,2,3,26.0
1,2,0,40,1,1,39.0,False,False,False,True,False,True,True,False,3,3,3,13.0
0,1,1,31,1,0,52.0,True,False,False,True,True,False,False,False,2,2,3,26.0
0,2,1,70,0,0,10.5,True,True,False,True,True,False,True,False,1,,1,10.5
1,2,1,31,0,0,13.0,True,True,False,True,True,False,True,False,1,2,1,13.0
0,2,1,28,0,0,0.0,True,True,False,True,True,False,True,False,1,2,0,0.0
0,3,1,18,0,0,7.775,True,True,False,True,True,False,False,True,1,1,0,7.775
0,3,1,24,0,0,8.05,True,True,False,True,True,False,False,True,1,2,1,8.05
1,3,0,18,0,0,9.8417,False,True,False,True,False,True,False,True,1,1,1,9.8417
0,3,0,43,1,6,46.9,False,False,False,True,False,True,False,True,8,3,3,5.8625
1,1,1,36,0,1,512.3292,True,False,False,False,True,False,False,False,2,3,3,256.1646
0,3,0,28,0,0,8.1375,False,True,True,False,False,True,False,True,1,2,1,8.1375
1,1,1,27,0,0,76.7292,True,True,False,False,True,False,False,False,1,2,3,76.7292
0,3,1,20,0,0,9.225,True,True,False,True,True,False,False,True,1,2,1,9.225
0,3,1,14,5,2,46.9,False,False,False,True,False,False,False,True,8,1,3,5.8625
0,2,1,60,1,1,39.0,True,False,False,True,True,False,True,False,3,3,3,13.0
0,2,1,25,1,2,41.5792,True,False,False,False,True,False,True,False,4,2,3,10.3948
0,3,1,14,4,1,39.6875,False,False,False,True,False,False,False,True,6,1,3,6.614583333333333
0,3,1,19,0,0,10.1708,True,True,False,True,True,False,False,True,1,2,1,10.1708
0,3,1,18,0,0,7.7958,True,True,False,True,True,False,False,True,1,1,0,7.7958
1,1,0,15,0,1,211.3375,False,False,False,True,False,False,False,False,2,1,3,105.66875
1,1,1,31,1,0,57.0,True,False,False,True,True,False,False,False,2,2,3,28.5
1,3,0,4,0,1,13.4167,False,False,False,False,False,False,False,True,2,0,1,6.70835
1,3,1,28,0,0,56.4958,True,True,False,True,True,False,False,True,1,2,3,56.4958
0,3,1,25,0,0,7.225,True,True,False,False,True,False,False,True,1,2,0,7.225
0,1,1,60,0,0,26.55,True,True,False,True,True,False,False,False,1,3,2,26.55
0,2,1,52,0,0,13.5,True,True,False,True,True,False,True,False,1,3,1,13.5
0,3,1,44,0,0,8.05,True,True,False,True,True,False,False,True,1,3,1,8.05
1,3,0,28,0,0,7.7333,False,True,True,False,False,True,False,True,1,2,0,7.7333
0,1,1,49,1,1,110.8833,True,False,False,False,True,False,False,False,3,3,3,36.9611
0,3,1,42,0,0,7.65,True,True,False,True,True,False,False,True,1,3,0,7.65
1,1,0,18,1,0,227.525,False,False,False,False,False,True,False,False,2,1,3,113.7625
1,1,1,35,0,0,26.2875,True,True,False,True,True,False,False,False,1,2,2,26.2875
0,3,0,18,0,1,14.4542,False,False,False,False,False,True,False,True,2,1,1,7.2271
0,3,1,25,0,0,7.7417,True,True,True,False,True,False,False,True,1,2,0,7.7417
0,3,1,26,1,0,7.8542,True,False,False,True,True,False,False,True,2,2,0,3.9271
0,2,1,39,0,0,26.0,True,True,False,True,True,False,True,False,1,3,2,26.0
1,2,0,45,0,0,13.5,False,True,False,True,False,True,True,False,1,3,1,13.5
1,1,1,42,0,0,26.2875,True,True,False,True,True,False,False,False,1,3,2,26.2875
1,1,0,22,0,0,151.55,False,True,False,True,False,True,False,False,1,2,3,151.55
1,3,1,28,1,1,15.2458,True,False,False,False,True,False,False,True,3,2,2,5.081933333333333
1,1,0,24,0,0,49.5042,False,True,False,False,False,True,False,False,1,2,3,49.5042
0,1,1,28,0,0,26.55,True,True,False,True,True,False,False,False,1,2,2,26.55
